N,set_cardinality,add_ds_card,mult_ds_card,count
46,15,48,81,798
46,15,48,82,1079
46,15,48,83,2230
46,15,48,84,3078
46,15,48,85,3277
46,15,48,86,5687
46,15,48,87,5959
46,15,48,88,9140
46,15,48,89,16038
46,15,48,90,18307
46,15,48,91,27273
46,15,48,92,46017
46,15,48,93,51886
46,15,48,94,59356
46,15,48,95,98777
46,15,48,96,124087
46,15,48,97,177821
46,15,48,98,226679
46,15,48,99,299871
46,15,48,100,403966
46,15,48,101,496776
46,15,48,102,645315
46,15,48,103,920517
46,15,48,104,1095953
46,15,48,105,1480924
46,15,48,106,1688148
46,15,48,107,2361715
46,15,48,108,2996589
46,15,48,109,3472005
46,15,48,110,4802937
46,15,48,111,5285985
46,15,48,112,6801200
46,15,48,113,8702292
46,15,48,114,9765312
46,15,48,115,10841182
46,15,48,116,13985693
46,15,48,117,13263502
46,15,48,118,12931186
46,15,48,119,10562931
46,15,48,120,3196209
46,15,49,65,1
46,15,49,67,1
46,15,49,70,9
46,15,49,71,12
46,15,49,72,31
46,15,49,73,78
46,15,49,74,76
46,15,49,75,89
46,15,49,76,214
46,15,49,77,208
46,15,49,78,266
46,15,49,79,381
46,15,49,80,765
46,15,49,81,1246
46,15,49,82,1703
46,15,49,83,3366
46,15,49,84,4758
46,15,49,85,5123
46,15,49,86,8699
46,15,49,87,9316
46,15,49,88,13846
46,15,49,89,24720
46,15,49,90,28282
46,15,49,91,41686
46,15,49,92,69754
46,15,49,93,80717
46,15,49,94,92233
46,15,49,95,154626
46,15,49,96,193532
46,15,49,97,275885
46,15,49,98,353083
46,15,49,99,470840
46,15,49,100,632109
46,15,49,101,786161
46,15,49,102,1016652
46,15,49,103,1461449
46,15,49,104,1742864
46,15,49,105,2374824
46,15,49,106,2696210
46,15,49,107,3796259
46,15,49,108,4835961
46,15,49,109,5650622
46,15,49,110,7798941
46,15,49,111,8588044
46,15,49,112,11103999
46,15,49,113,14317161
46,15,49,114,16029790
46,15,49,115,17727819
46,15,49,116,23044844
46,15,49,117,21837093
46,15,49,118,21140316
46,15,49,119,17408898
46,15,49,120,5311231
46,15,50,69,1
46,15,50,70,13
46,15,50,71,18
46,15,50,72,46
46,15,50,73,99
46,15,50,74,140
46,15,50,75,188
46,15,50,76,324
46,15,50,77,280
46,15,50,78,385
46,15,50,79,673
46,15,50,80,1046
46,15,50,81,1703
46,15,50,82,2591
46,15,50,83,5070
46,15,50,84,7134
46,15,50,85,7539
46,15,50,86,13260
46,15,50,87,14186
46,15,50,88,21284
46,15,50,89,36466
46,15,50,90,42861
46,15,50,91,62486
46,15,50,92,105101
46,15,50,93,122209
46,15,50,94,141338
46,15,50,95,235298
46,15,50,96,294615
46,15,50,97,420636
46,15,50,98,540391
46,15,50,99,722821
46,15,50,100,966101
46,15,50,101,1208820
46,15,50,102,1571151
46,15,50,103,2271350
